gene_claim_name	gene_name	entrez_id	gene_claim_source
ENSG00000196472			Ensembl
ENSG00000168412	MTNR1A	4543	RussLampel
ENSG00000100216	TOMM22	56993	Ensembl
Glucagon receptor	GCGR	2642	TTD
ENSG00000188624	IGFL3	388555	HingoraniCasas
ENSG00000254433			Ensembl
ENSG00000223786			Ensembl
ENSG00000287094			Ensembl
OR2L5	OR2L5	81466	Pharos
ENSG00000261771	DNAAF4-CCPG1	100533483	Ensembl
RHOB	RHOB	388	DTC
CD22	CD22	933	NCI
ENSG00000148180	GSN	2934	HingoraniCasas
ENSG00000232593	KANTR	102723508	Ensembl
ENSG00000174640	SLCO2A1	6578	RussLampel
OR6K3	OR6K3	391114	Pharos
ENSG00000249748			Ensembl
DTNBP1	DTNBP1	84062	PharmGKB
SLC29A4	SLC29A4	222962	DTC
USP5	USP5	8078	DTC
ENSG00000227827			Ensembl
P16444	DPEP1	1800	TdgClinicalTrial
OST4	OST4	100128731	Pharos
ENSG00000258441	LINC00641	283624	Ensembl
P35270	SPR	6697	HopkinsGroom
53833	IL20RB	53833	GuideToPharmacology
OR2L8	OR2L8	391190	Pharos
ENSG00000252362	RNU6-506P	106479791	Ensembl
ENSG00000199156	MIR422A	494334	Ensembl
ENSG00000273629			Ensembl
ENSG00000143106	PSMA5	5686	HingoraniCasas
ENSG00000286445			Ensembl
ENSG00000168787	OR12D2	26529	RussLampel
PPM1D	PPM1D	8493	Pharos
ENSG00000256513			Ensembl
ENSG00000166323	C11ORF65	160140	Ensembl
ENSG00000280348			Ensembl
ENSG00000223970			Ensembl
P29317	EPHA2	1969	HopkinsGroom
ENSG00000168785	TSPAN5	10098	Ensembl
ENSG00000235051			Ensembl
ENSG00000283594	FAM236C	109729126	Ensembl
ENSG00000288564			Ensembl
ENSG00000070985	TRPM5	29850	RussLampel
ENSG00000099977	DDT	1652	Ensembl
8821	INPP4B	8821	GuideToPharmacology
ENSG00000174839	DENND6A	201627	Ensembl
ENSG00000272335			Ensembl
ENSG00000272995			Ensembl
3693	ITGB5	3693	GuideToPharmacology
Glutamate receptor AMPA 2	GRIA2	2891	TTD
ENSG00000261501			Ensembl
ENSG00000197930	ERO1A	30001	Ensembl
ENSG00000118245	TNP1	7141	Ensembl
ENSG00000238680	RNU6-1037P	106481508	Ensembl
ENSG00000277863			Ensembl
ENSG00000110786	PTPN5	84867	Ensembl
LOX	LOX	4015	HumanProteinAtlas
ENSG00000168263	KCNV2	169522	Ensembl
1183	CLCN4	1183	GuideToPharmacology
ENSG00000280233			Ensembl
ENSG00000235106	BRD3OS	266655	Ensembl
ENSG00000266601			Ensembl
P21554	CNR1	1268	TEND
Q7KYR7	BTN2A1	11120	HopkinsGroom
ENSG00000275146			Ensembl
ACSF3	ACSF3	197322	Pharos
ENSG00000248954			Ensembl
ENSG00000225639	PGAM1P2	392310	Ensembl
ENSG00000248761			Ensembl
ENSG00000221844	DPP3P2	138971	Ensembl
ENSG00000268230			Ensembl
ENSG00000214089	RPL9P21	728374	Ensembl
Q04912	MST1R	4486	HopkinsGroom
Spectrin non-erythroid beta chain 1	SPTBN1	6711	TTD
ENSG00000207087	RNU6-242P	106481254	Ensembl
ENSG00000287921			Ensembl
Q16647	PTGIS	5740	TEND
ADRB1	ADRB1	153	dGene
ENSG00000230459			Ensembl
SRPK3	SRPK3	26576	dGene
ENSG00000263381	MIR5584	100847089	Ensembl
Q8NGN5	OR10G8	219869	HopkinsGroom
MKL1	MRTFA	57591	CarisMolecularIntelligence
ENSG00000242615			Ensembl
ENSG00000171444	MCC	4163	Ensembl
ENSG00000199392	SNORA25	684959	Ensembl
P05093	CYP17A1	1586	HopkinsGroom
ENSG00000287004			Ensembl
ENSG00000171942	OR10H2	26538	RussLampel
ENSG00000114646	CSPG5	10675	Ensembl
ENSG00000101680	LAMA1	284217	Ensembl
ENSG00000233223			Ensembl
STAT4	STAT4	6775	Tempus
ENSG00000228400			Ensembl
ENSG00000243011	RN7SL266P	106480994	Ensembl
ENSG00000221768	MIR1302-7	100302147	Ensembl
ENSG00000227300	KRT16P2	400578	Ensembl
ENSG00000283662			Ensembl
ENSG00000120008	WDR11	55717	Ensembl
7433	VIPR1	7433	GuideToPharmacology
DUSP2	DUSP2	1844	FoundationOneGenes
5156	PDGFRA	5156	GuideToPharmacology
ENSG00000099797	TECR	9524	Ensembl
ENSG00000268530			Ensembl
ENSG00000125740	FOSB	2354	Ensembl
ENSG00000229302	TAF9P2	360003	Ensembl
ENSG00000259280			Ensembl
ENSG00000176716	OR10AB1P	390091	Ensembl
ENSG00000074695	LMAN1	3998	HingoraniCasas
RORC	RORC	6097	GO
CDKN3	CDKN3	1033	dGene
ENSG00000171243	SOSTDC1	25928	HingoraniCasas
PMS2	PMS2	5395	Oncomine
MMP12	MMP12	4321	DTC
ENSG00000236606			Ensembl
ENSG00000196305	IARS1	3376	Ensembl
TRBV27	TRBV27	28560	Pharos
ENSG00000255211			Ensembl
ENSG00000220205	VAMP2	6844	Ensembl
ENSG00000267265			Ensembl
ENSG00000213500	LAP3P2	389386	Ensembl
ENSG00000160447	PKN3	29941	RussLampel
ENSG00000254838	GVINP1	387751	Ensembl
ENSG00000214249	CTAGE11P	647288	Ensembl
5737	PTGFR	5737	GuideToPharmacology
ENSG00000198923			Ensembl
PUS1	PUS1	80324	Pharos
ENSG00000200823	SNORD114-2	767578	Ensembl
ENSG00000184983	NDUFA6	4700	Ensembl
ENSG00000276309	RN7SKP251	106633807	Ensembl
PICALM	PICALM	8301	CarisMolecularIntelligence
ENSG00000251630			Ensembl
ENSG00000229468	RPL39P18	100271025	Ensembl
ENSG00000131389	SLC6A6	6533	Ensembl
ENSG00000286524			Ensembl
ENSG00000237853	NFIA-AS1	645030	Ensembl
KCNMB3	KCNMB3	27094	IDG
ENSG00000225292			Ensembl
C11orf65	C11ORF65	160140	PharmGKB
ENSG00000250971			Ensembl
ENSG00000211883	TRAJ6	28749	Ensembl
HDAC4	HDAC4	9759	PharmGKB
ENSG00000104856	RELB	5971	RussLampel
943	TNFRSF8	943	GuideToPharmacology
OR2Z1	OR2Z1	284383	dGene
ENSG00000060656	PTPRU	10076	RussLampel
ENSG00000237484	LINC01684	105372751	Ensembl
EYS	EYS	346007	PharmGKB
P00751	CFB	629	HopkinsGroom
ENSG00000119487	MAPKAP1	79109	Ensembl
ENSG00000109758	HGFAC	3083	Ensembl
AIM	DNMT1	1786	ChemblInteractions
ENSG00000180581	SRP9P1	653226	Ensembl
ENSG00000260372	AQP4-AS1	147429	Ensembl
ENSG00000207108			Ensembl
PFKFB1	PFKFB1	5207	Pharos
ENSG00000251230	MIR3945HG	731424	Ensembl
ENSG00000274560			Ensembl
ENSG00000166582	CENPV	201161	Ensembl
ENSG00000086061	DNAJA1	3301	HingoraniCasas
ENSG00000284779			Ensembl
MAST1	MAST1	22983	CarisMolecularIntelligence
ENSG00000081148	IMPG2	50939	HingoraniCasas
ENSG00000233608	TWIST2	117581	Ensembl
ENSG00000005059	MCUB	55013	Ensembl
ABHD16A	ABHD16A	7920	GO
DESI1	DESI1	27351	dGene
ENSG00000259225	LINC02345	101928227	Ensembl
MAPK1	MAPK1	5594	Oncomine
ENSG00000224374			Ensembl
ENSG00000234469	CLDN34	100288814	Ensembl
ENSG00000131686	CA6	765	Ensembl
ENSG00000184588	PDE4B	5142	Ensembl
Q9UI33	SCN11A	11280	TEND
ITGA11	ITGA11	22801	NCI
ENSG00000285826			Ensembl
Q99542	MMP19	4327	HopkinsGroom
ENSG00000285802			Ensembl
ENSG00000271926			Ensembl
ENSG00000105784	RUNDC3B	154661	Ensembl
ENSG00000230472			Ensembl
ENSG00000217041			Ensembl
ENSG00000264985			Ensembl
BLVRB	BLVRB	645	PharmGKB
ENSG00000257826			Ensembl
ENSG00000229579	USP17L26	728379	Ensembl
SSX1	SSX1	6756	FoundationOneGenes
ENSG00000220771	BOLA2P3	106480323	Ensembl
Glypican-3	GPC3	2719	TTD
ENSG00000205869	KRTAP5-1	387264	Ensembl
ENSG00000199912			Ensembl
ENSG00000116194	ANGPTL1	9068	RussLampel
ENSG00000099194	SCD	6319	HingoraniCasas
P35348	ADRA1A	148	TdgClinicalTrial
ENSG00000141720	PIP4K2B	8396	HingoraniCasas
CD244	CD244	51744	NCI
ENSG00000111962	UST	10090	Ensembl
ENSG00000255649			Ensembl
CYB5R2	CYB5R2	51700	PharmGKB
ENSG00000253616			Ensembl
ENSG00000154025	SLC5A10	125206	Ensembl
P06280	GLA	2717	TdgClinicalTrial
ENSG00000222014	RAB6C	84084	Ensembl
ENSG00000227399			Ensembl
ENSG00000237339	LINC01502	100130954	Ensembl
PCM1	PCM1	5108	FoundationOneGenes
ENSG00000213442	RPL18AP3	390354	Ensembl
ERN2	ERN2	10595	dGene
PRKACA	PRKACA	5566	BaderLabGenes
KLF9	KLF9	687	Pharos
Fast skeletal muscle troponin complex	TNNC2	7125	TTD
ENSG00000238078	LINC01352	101929730	Ensembl
P28482	MAPK1	5594	TdgClinicalTrial
ENSG00000213782	DDX47	51202	Ensembl
SBK3	SBK3	100130827	GO
ENSG00000127951	FGL2	10875	HingoraniCasas
ENSG00000027697	IFNGR1	3459	Ensembl
ENSG00000213943	KRT18P17	344866	Ensembl
ENSG00000236031			Ensembl
ENSG00000188583			RussLampel
ENSG00000253842			Ensembl
ENSG00000262880			Ensembl
Prostaglandin D2 receptor 2	PTGDR2	11251	TTD
ENSG00000113240	CLK4	57396	RussLampel
TAAR9	TAAR9	134860	dGene
CYP27B1	CYP27B1	1594	DTC
RFX3	RFX3	5991	Pharos
ENSG00000171385	KCND3	3752	Ensembl
ENSG00000277095			Ensembl
TEK	TEK	7010	dGene
TMX2	TMX2	51075	PharmGKB
ENSG00000172350	ABCG4	64137	Ensembl
Q8NGX3	OR10T2	128360	HopkinsGroom
OR56A5	OR56A5	390084	Pharos
ENSG00000263438	LINC01919	102724651	Ensembl
238	ALK	238	GuideToPharmacology
MOCOS	MOCOS	55034	HumanProteinAtlas
ENSG00000242396			Ensembl
ENSG00000132570	PCBD2	84105	Ensembl
TFE3	TFE3	7030	Pharos
ENSG00000241599			Ensembl
ENSG00000226276			Ensembl
P19835	CEL	1056	TdgClinicalTrial
WDR48	WDR48	57599	Pharos
PKN1	PKN1	5585	MyCancerGenome
ENSG00000259920			Ensembl
ENSG00000196419	XRCC6	2547	Ensembl
HES5	HES5	388585	Pharos
ENSG00000155749	FLACC1	130540	Ensembl
FGF4	FGF4	2249	Tempus
GGA2	GGA2	23062	Pharos
ENSG00000278523			Ensembl
ENSG00000109158	GABRA4	2557	RussLampel
ENSG00000273893			Ensembl
TRIM24	TRIM24	8805	FoundationOneGenes
ADGRV1	ADGRV1	84059	PharmGKB
ENSG00000267478			Ensembl
ENSG00000238041			Ensembl
ENSG00000287808			Ensembl
MAPK7	MAPK7	5598	GO
ENSG00000268734			Ensembl
ENSG00000259770			Ensembl
ENSG00000267644			Ensembl
ENSG00000225002			Ensembl
ADCK2	ADCK2	90956	Pharos
ENSG00000197386	HTT	3064	HingoraniCasas
ENSG00000135587	SMPD2	6610	Ensembl
ENSG00000237004	ZNRF2P1	441208	Ensembl
TST	TST	7263	Pharos
ENSG00000202265	RNU6-596P	106481369	Ensembl
NR2C1	NR2C1	7181	Pharos
ENSG00000013725	CD6	923	Ensembl
TRDJ1	TRDJ1	28522	Pharos
ENSG00000279659			Ensembl
ENSG00000231471	HMGN2P34	100874478	Ensembl
ENSG00000267218			Ensembl
ENSG00000259436			Ensembl
KCNQ3	KCNQ3	3786	Pharos
ENSG00000201326	SNORD115-22	100033799	Ensembl
TAAR1	TAAR1	134864	DTC
ENSG00000088325	TPX2	22974	Ensembl
ENSG00000185088	RPS27L	51065	Ensembl
TTL	TTL	150465	CarisMolecularIntelligence
PPIP5K2	PPIP5K2	23262	Pharos
ENSG00000116120	FARSB	10056	Ensembl
ENSG00000215277	RNF212B	100507650	Ensembl
ENSG00000185352	HS6ST3	266722	Ensembl
DDX3X	DDX3X	1654	Tempus
ENSG00000103257	SLC7A5	8140	HingoraniCasas
CACNB4	CACNB4	785	Pharos
ENSG00000279207			Ensembl
ENSG00000270711			Ensembl
ENSG00000018408	WWTR1	25937	Ensembl
ENSG00000225858			Ensembl
ENSG00000248195			Ensembl
ENSG00000244302	PEX5L-AS2	101928790	Ensembl
ENSG00000253006	RN7SKP283	106479221	Ensembl
ENSG00000283696			Ensembl
643664	SLC35G6	643664	GuideToPharmacology
ENSG00000207743	MIR495	574453	Ensembl
ENSG00000179918	SEPHS2	22928	Ensembl
ENSG00000227347	HNRNPKP2	389053	Ensembl
pp4_human-2b			GO
B3GALT1	B3GALT1	8708	Pharos
ENSG00000140320	BAHD1	22893	Ensembl
ENSG00000133460	SLC2A11	66035	Ensembl
ENSG00000242553			Ensembl
788	SLC25A20	788	GuideToPharmacology
ENSG00000277255	MIR7854	102465840	Ensembl
ENSG00000213069	KRT8P40	100418728	Ensembl
ENSG00000100985	MMP9	4318	HingoraniCasas
PSMB1	PSMB1	5689	GO
ENSG00000012963	UBR7	55148	Ensembl
ENSG00000235264	RPL5P28	100131535	Ensembl
P80404	ABAT	18	HopkinsGroom
HYAL1	HYAL1	3373	HumanProteinAtlas
ENSG00000001626	CFTR	1080	Ensembl
ENSG00000287888			Ensembl
ENSG00000261430			Ensembl
CDK19	CDK19	23097	IDG
ENSG00000244414	CFHR1	3078	HingoraniCasas
MARK2	MARK2	2011	NCI
6569	SLC34A1	6569	GuideToPharmacology
KCNA4	KCNA4	3739	NCI
USP47	USP47	55031	dGene
ENSG00000237174			Ensembl
ENSG00000199975	RN7SKP243	106481819	Ensembl
HDAC10	HDAC10	83933	GO
KCNH7	KCNH7	90134	Pharos
ENSG00000168615	ADAM9	8754	RussLampel
ENSG00000263834	MIR4635	100616479	Ensembl
ENSG00000135451	TROAP	10024	Ensembl
SLC5A3	SLC5A3	6526	GO
Angiopoietin-related protein 3	ANGPTL3	27329	TTD
ENSG00000180902	D2HGDH	728294	Ensembl
ENSG00000213606	AKR1B10P1	340888	Ensembl
ENSG00000181392	SYNE4	163183	Ensembl
LDLR	LDLR	3949	Pharos
EGFR	EGFR	1956	TALC
ENSG00000041982	TNC	3371	RussLampel
ENSG00000248107	LINC02039	102546228	Ensembl
ENSG00000160584	SIK3	23387	HingoraniCasas
PKN1	PKN1	5585	dGene
MPI	MPI	4351	HumanProteinAtlas
ENSG00000279695			Ensembl
ENSG00000228161			Ensembl
ENSG00000287165			Ensembl
ENSG00000255033	SERPINA15P	101930744	Ensembl
ENSG00000146376	ARHGAP18	93663	Ensembl
ENSG00000176209	SMIM19	114926	Ensembl
ENSG00000206802	RNU6-926P	106481472	Ensembl
FZD2	FZD2	2535	Pharos
DICER1	DICER1	23405	Tempus
ENSG00000103024	NME3	4832	Ensembl
ENSG00000221867	MAGEA3	4102	Ensembl
ENSG00000253722			Ensembl
TSC22D3	TSC22D3	1831	NCI
AMOT	AMOT	154796	DTC
ENSG00000225275	NUP210P2	100129929	Ensembl
CBY1	CBY1	25776	Pharos
ENSG00000134874	DZIP1	22873	Ensembl
GABRR1	GABRR1	2569	Pharos
ENSG00000264350	SNRPGP2	100130003	Ensembl
CUX2	CUX2	23316	PharmGKB
ENSG00000222389	RNU2-28P	106480670	Ensembl
ENSG00000160867	FGFR4	2264	HingoraniCasas
ENSG00000263006	ROCK1P1	727758	Ensembl
ENSG00000267374	MIR924HG	647946	Ensembl
CYLD	CYLD	1540	HumanProteinAtlas
PRMT5	PRMT5	10419	Pharos
ENSG00000231721	LINC-PINT	378805	Ensembl
ENSG00000229605	RPL21P93	653665	Ensembl
ENSG00000198601	OR2M2	391194	Ensembl
ENSG00000254851			Ensembl
6572	SLC18A3	6572	GuideToPharmacology
ENSG00000172775	PSME3IP1	80011	Ensembl
ENSG00000239607	RN7SL573P	106481078	Ensembl
SKI	SKI	6497	GO
KIF5B	KIF5B	3799	CarisMolecularIntelligence
ENSG00000200661	SNORD116-10	100033422	Ensembl
ENSG00000236677			Ensembl
PIK3C2B	PIK3C2B	5287	dGene
KCNQ4	KCNQ4	9132	BaderLabGenes
ENSG00000078061	ARAF	369	HingoraniCasas
ENSG00000274213			Ensembl
Cytosine deaminase	AICDA	57379	TTD
FGF2	FGF2	2247	Tempus
ENSG00000084453	SLCO1A2	6579	HingoraniCasas
ENSG00000214417	KRT18P13	392371	Ensembl
ENSG00000167359	OR51I1	390063	RussLampel
ENSG00000169562	GJB1	2705	Ensembl
ENSG00000285734			Ensembl
TRPM5	TRPM5	29850	BaderLabGenes
PLD3	PLD3	23646	Pharos
ENSG00000180929	GPR62	118442	Ensembl
CDKN2C	CDKN2C	1031	NCI
P23921	RRM1	6240	TdgClinicalTrial
P14867	GABRA1	2554	HopkinsGroom
ENSG00000232390	NDUFA5P1	4699	Ensembl
ENSG00000241666			Ensembl
ENSG00000259072			Ensembl
ENSG00000136807	CDK9	1025	RussLampel
ENSG00000154767	XPC	7508	Ensembl
ENSG00000170367	CST5	1473	Ensembl
ENSG00000226683	PWWP2AP1	100129459	Ensembl
ENSG00000236799			Ensembl
ENSG00000080815	PSEN1	5663	Ensembl
ENSG00000107518	ATRNL1	26033	Ensembl
ENSG00000214380			Ensembl
ENSG00000212024	MIR550A3	100616354	Ensembl
ENSG00000196653	ZNF502	91392	Ensembl
ENSG00000226093	RPS28P8	100271381	Ensembl
ENSG00000280670	CCDC163	126661	Ensembl
P47901	AVPR1B	553	TEND
ENSG00000261366	MANEA-DT	101927288	Ensembl
ENSG00000157119	KLHL40	131377	HingoraniCasas
ENSG00000278988			Ensembl
ENSG00000111321	LTBR	4055	HingoraniCasas
TNFRSF1A	TNFRSF1A	7132	NCI
SRC	SRC	6714	NCI
PIM2	PIM2	11040	ChemblInteractions
ENSG00000115607	IL18RAP	8807	HingoraniCasas
ENSG00000227740			Ensembl
ENSG00000143217	NECTIN4	81607	HingoraniCasas
ENSG00000184684	OR2H1	26716	RussLampel
ENSG00000282221			Ensembl
ENSG00000188340	OR6N2	81442	Ensembl
ENSG00000131941	RHPN2	85415	Ensembl
ENSG00000233321			Ensembl
ENSG00000127564	PKMYT1	9088	Ensembl
ENSG00000143772	ITPKB	3707	Ensembl
ENSG00000101868	POLA1	5422	HingoraniCasas
ENSG00000257802			Ensembl
ENSG00000253831	ETV3L	440695	Ensembl
ENSG00000107831	FGF8	2253	Ensembl
ENSG00000138030	KHK	3795	Ensembl
ENSG00000072832	CRMP1	1400	Ensembl
ENSG00000263581	MIR548X2	100616302	Ensembl
7512	XPNPEP2	7512	GuideToPharmacology
ENSG00000225422	RBMS1P1	5938	Ensembl
SLC48A1	SLC48A1	55652	Pharos
MTRR	MTRR	4552	NCI
PCSK1	PCSK1	5122	dGene
STK38	STK38	11329	Pharos
ENSG00000286281			Ensembl
ENSG00000163093	BBS5	129880	Ensembl
ENSG00000185250	PPIL6	285755	Ensembl
ENSG00000226042	CDY10P	140043	Ensembl
ENSG00000174716			RussLampel
ENSG00000220842	RPL21P16	729402	Ensembl
ENSG00000213435	ATP6V0CP3	442211	Ensembl
ENSG00000237804	HNRNPA1P39	402112	Ensembl
P30939	HTR1F	3355	HopkinsGroom
ENSG00000206909	SNORA70J	109616973	Ensembl
127124	ATP6V1G3	127124	GuideToPharmacology
ENSG00000259738	ZNF444P1	100419866	Ensembl
Neuronal acetylcholine receptor alpha-4	CHRNA4	1137	TTD
FRS2	FRS2	10818	FoundationOneGenes
ENSG00000101405	OXT	5020	Ensembl
WWTR1	WWTR1	25937	Pharos
ENSG00000286901			Ensembl
KDR	KDR	3791	CIViC
CXCL5	CXCL5	6374	PharmGKB
ENSG00000258168			Ensembl
ENSG00000272551			Ensembl
Ghrelin	GHRL	51738	TTD
ENSG00000256417			Ensembl
ENSG00000110107	PRPF19	27339	Ensembl
ENSG00000274988	MIR6876	102465527	Ensembl
ENSG00000106336	FBXO24	26261	Ensembl
ENSG00000187730	GABRD	2563	Ensembl
ENSG00000235990	RPL23AP20	645962	Ensembl
ENSG00000100285	NEFH	4744	Ensembl
ENSG00000143437	ARNT	405	HingoraniCasas
ENSG00000113719	ERGIC1	57222	Ensembl
NPFFR1	NPFFR1	64106	dGene
ENSG00000185860	CCDC190	339512	Ensembl
ENSG00000248618	ENPP7P3	106481658	Ensembl
ENSG00000137731	FXYD2	486	HingoraniCasas
CST4	CST4	1472	dGene
ENSG00000084652	TXLNA	200081	Ensembl
ENSG00000257433			Ensembl
ENSG00000131584	ACAP3	116983	Ensembl
APOBEC3D	APOBEC3D	140564	Pharos
P18825	ADRA2C	152	TdgClinicalTrial
KCNF2	KCNG2	26251	ChemblInteractions
ENSG00000157764	BRAF	673	HingoraniCasas
ENSG00000199633	SNORA63	6043	Ensembl
ENSG00000252029	RNA5SP253	106480760	Ensembl
ENSG00000188656	TSPY7P	653288	Ensembl
ENSG00000237316			Ensembl
ENSG00000164236	ANKRD33B	651746	Ensembl
ENSG00000237938			Ensembl
6526	SLC5A3	6526	GuideToPharmacology
PSMD12	PSMD12	5718	ChemblInteractions
ENSG00000202297	RNY3P12	106480315	Ensembl
ENSG00000240990	HOXA11-AS	221883	Ensembl
TNFRSF14	TNFRSF14	8764	CarisMolecularIntelligence
ENSG00000187094	CCK	885	Ensembl
ENSG00000240198	ARHGEF3-AS1	100874200	Ensembl
ENSG00000167972	ABCA3	21	HingoraniCasas
ENSG00000253208			Ensembl
ENSG00000288033			Ensembl
HLA-B	HLA-B	3106	PharmGKB
ENSG00000285287			Ensembl
ENSG00000175003	SLC22A1	6580	HingoraniCasas
ENSG00000271070	GMCL1P2	100420975	Ensembl
PADI2	PADI2	11240	Pharos
ENSG00000197299	BLM	641	Ensembl
ENSG00000086504	MRPL28	10573	Ensembl
ENSG00000257852			Ensembl
ENSG00000285417			Ensembl
ENSG00000012174	MBTPS2	51360	Ensembl
ENSG00000227371			Ensembl
CTSH	CTSH	1512	GO
ENSG00000186204	CYP4F12	66002	Ensembl
ENSG00000213409	C1QBPP2	100422299	Ensembl
ENSG00000229436			Ensembl
ENSG00000233840	PCDH9-AS4	100874087	Ensembl
ENSG00000203663	OR2L2	26246	Ensembl
ENSG00000284611			Ensembl
ENSG00000259269			Ensembl
ENSG00000264257	KIR3DP1	548594	Ensembl
O00443	PIK3C2A	5286	HopkinsGroom
OR8J2	OR8J2	81169	dGene
ENSG00000257365	FNTB	2342	HingoraniCasas
ENSG00000124818	OPN5	221391	HingoraniCasas
ENSG00000242261			Ensembl
SRC	SRC	6714	Tempus
ENSG00000267716			Ensembl
ENSG00000186132	C2ORF76	130355	Ensembl
CCND1	CCND1	595	NCI
XRCC5	XRCC5	7520	NCI
TGFB1	TGFB1	7040	NCI
PAK1	PAK1	5058	dGene
ENSG00000248592	STIMATE-MUSTN1	100526772	Ensembl
ATP7B	ATP7B	540	PharmGKB
ENSG00000213126			Ensembl
ENSG00000237428	ASH2LP2	100422088	Ensembl
ENSG00000260162			Ensembl
Q8NGK9	OR5D16	390144	HopkinsGroom
ENSG00000272862			Ensembl
Q99536	VAT1	10493	HopkinsGroom
ENSG00000240698	RPS2P39	100271244	Ensembl
ENSG00000223855			Ensembl
EPHA8	EPHA8	2046	dGene
PRSS12	PRSS12	8492	dGene
ENSG00000103423	DNAJA3	9093	Ensembl
ENSG00000079785	DDX1	1653	Ensembl
Q9HBH5	RDH14	57665	HopkinsGroom
ENSG00000070886	EPHA8	2046	RussLampel
Q8WUK0	PTPMT1	114971	HopkinsGroom
MMP9	MMP9	4318	DTC
ENSG00000117501	MROH9	80133	Ensembl
P21917	DRD4	1815	HopkinsGroom
266977	ADGRF1	266977	GuideToPharmacology
NBEAP1	NBEAP1	606	FoundationOneGenes
ENSG00000256343			Ensembl
ENSG00000116985	BMP8B	656	HingoraniCasas
ENSG00000275030	RNU6-538P	106479805	Ensembl
ENSG00000225128	LINC00972	105375380	Ensembl
ENSG00000106031	HOXA13	3209	Ensembl
ENSG00000287047			Ensembl
1515	CTSV	1515	GuideToPharmacology
SPINK13	SPINK13	153218	dGene
ENSG00000286802			Ensembl
55589	BMP2K	55589	GuideToPharmacology
ENSG00000164118	CEP44	80817	Ensembl
SPRED1	SPRED1	161742	Tempus
P16410	CTLA4	1493	TdgClinicalTrial
ENSG00000129968	ABHD17A	81926	Ensembl
TRBV30	TRBV30	28557	Pharos
GPRC5D	GPRC5D	55507	IDG
ENSG00000257569	GSTP1P1	2951	Ensembl
SCYL3	SCYL3	57147	GO
ENSG00000117713	ARID1A	8289	Ensembl
ENSG00000274383			Ensembl
ENSG00000252349	SNORA31	677814	Ensembl
ENSG00000258791	LINC00520	645687	Ensembl
ENSG00000283675			Ensembl
ENSG00000120211	INSL4	3641	HingoraniCasas
ENSG00000279749			Ensembl
ENSG00000200084	SNORD68	606500	Ensembl
ENSG00000266168	MIR3147	100422939	Ensembl
ENSG00000142765	SYTL1	84958	Ensembl
ENSG00000260868	LINC01960	100128905	Ensembl
ENSG00000248674	RBBP4P6	100820741	Ensembl
TTN	TTN	7273	NCI
Q9Y5Z0	BACE2	25825	HopkinsGroom
MSMB	MSMB	4477	CarisMolecularIntelligence
ENSG00000178287	SPAG11A	653423	Ensembl
PAH	PAH	5053	Pharos
ENSG00000196943	NOP9	161424	Ensembl
NADH dehydrogenase	MT-ND3	4537	TTD
ENSG00000285688			Ensembl
ENSG00000172752	COL6A5	256076	Ensembl
ENSG00000286991			Ensembl
MDM4	MDM4	4194	Oncomine
ENSG00000272732			Ensembl
ENSG00000165323	FAT3	120114	Ensembl
ENSG00000260661			Ensembl
SLCO1B1	SLCO1B1	10599	HumanProteinAtlas
AKT3	AKT3	10000	Tempus
MDM4	MDM4	4194	Tempus
10290	SPEG	10290	GuideToPharmacology
ENSG00000093100			Ensembl
ENSG00000233524	RANP8	100420519	Ensembl
ENSG00000154485	MMP21	118856	RussLampel
ENSG00000222220	RN7SKP129	106479152	Ensembl
Q8WXA8	HTR3C	170572	TdgClinicalTrial
ENSG00000286922			Ensembl
ENSG00000234478	ACBD3-AS1	107985353	Ensembl
FRAP	MTOR	2475	ChemblInteractions
ENSG00000174016	TENT5D	169966	Ensembl
ENSG00000287226			Ensembl
ENSG00000158748	HTR6	3362	Ensembl
ENSG00000277081			Ensembl
57121	LPAR5	57121	GuideToPharmacology
ENSG00000252992	SCARNA11	677780	Ensembl
OR4S2	OR4S2	219431	dGene
O43194	GPR39	2863	HopkinsGroom
ENSG00000278181			Ensembl
ENSG00000186951	PPARA	5465	Ensembl
ENSG00000271976			Ensembl
ENSG00000269935			Ensembl
ENSG00000065054	SLC9A3R2	9351	Ensembl
OR10J4	OR10J4	391121	dGene
CD38	CD38	952	MyCancerGenome
ENSG00000171054	OR13H1	347468	Ensembl
ENSG00000132359	RAP1GAP2	23108	Ensembl
4915	NTRK2	4915	GuideToPharmacology
ENSG00000277734	TRAC	28755	Ensembl
ENSG00000146352	CLVS2	134829	Ensembl
GGTLC2	GGTLC2	91227	dGene
ENSG00000223573	TINCR	257000	Ensembl
ENSG00000201909	RNU6-590P	106480593	Ensembl
ENSG00000205786	LINC01531	100128682	Ensembl
PRKCH	PRKCH	5583	HumanProteinAtlas
ENSG00000189348	FAM90A27P	646508	Ensembl
ENSG00000224806	ARL5AP4	641379	Ensembl
1134	CHRNA1	1134	GuideToPharmacology
O14843	FFAR3	2865	HopkinsGroom
ENSG00000165863	C10ORF82	143379	Ensembl
ENSG00000064270	ATP2C2	9914	Ensembl
ENSG00000144045	DQX1	165545	Ensembl
ENSG00000275250			Ensembl
ENSG00000212296	SNORD72	619564	Ensembl
ENSG00000112759	SLC29A1	2030	HingoraniCasas
TAS2R39	TAS2R39	259285	GO
Q9NRR6	INPP5E	56623	HopkinsGroom
ENSG00000238171			Ensembl
